FUS,TAF15,EWSR1,NEAT1_position
5.0,5.0,2.1428571428571423,14167
5.0,5.0,2.1428571428571423,14168
5.0,5.0,2.1428571428571423,14169
5.0,5.0,2.1428571428571423,14170
5.0,5.0,2.1428571428571423,14171
5.0,5.0,2.1428571428571423,14172
5.0,5.0,2.1428571428571423,14173
5.0,5.0,2.1428571428571423,14174
5.0,5.0,2.1428571428571423,14175
5.0,5.0,2.1428571428571423,14176
5.0,5.0,2.1428571428571423,14177
5.0,5.0,2.1428571428571423,14178
5.0,5.0,2.1428571428571423,14179
5.0,5.0,2.1428571428571423,14180
5.0,5.0,2.1428571428571423,14181
5.0,5.0,2.1428571428571423,14182
5.0,5.0,2.1428571428571423,14183
5.0,5.0,2.1428571428571423,14184
5.0,5.0,2.1428571428571423,14185
5.0,5.0,2.1428571428571423,14186
5.0,5.0,2.1428571428571423,14187
5.0,5.0,2.1428571428571423,14188
5.0,5.0,2.1428571428571423,14189
5.0,5.0,2.1428571428571423,14190
5.0,5.0,2.1428571428571423,14191
5.0,5.0,2.1428571428571423,14192
5.0,5.0,2.1428571428571423,14193
5.0,5.0,2.1428571428571423,14194
5.0,5.0,2.1428571428571423,14195
5.0,5.0,2.1428571428571423,14196
5.0,5.0,2.1428571428571423,14197
5.0,5.0,2.1428571428571423,14198
5.0,5.0,2.1428571428571423,14199
5.0,5.0,2.1428571428571423,14200
5.0,5.0,2.1428571428571423,14201
5.0,5.0,2.1428571428571423,14202
5.0,5.0,2.1428571428571423,14203
5.0,5.0,2.1428571428571423,14204
5.0,5.0,2.1428571428571423,14205
5.0,5.0,2.1428571428571423,14206
5.0,5.0,2.1428571428571423,14207
5.0,5.0,2.1428571428571423,14208
5.0,5.0,2.1428571428571423,14209
5.0,5.0,2.1428571428571423,14210
5.0,5.0,2.1428571428571423,14211
5.0,5.0,2.1428571428571423,14212
5.0,5.0,2.1428571428571423,14213
5.0,5.0,2.1428571428571423,14214
5.0,5.0,2.1428571428571423,14215
5.0,5.0,2.1428571428571423,14216
5.0,5.0,2.1428571428571423,14217
5.0,5.0,2.1428571428571423,14218
5.0,5.0,2.1428571428571423,14219
5.0,5.0,2.1428571428571423,14220
5.0,5.0,2.1428571428571423,14221
5.0,5.0,2.1428571428571423,14222
5.0,5.0,2.1428571428571423,14223
5.0,5.0,2.1428571428571423,14224
5.0,5.0,2.1428571428571423,14225
5.0,5.0,2.1428571428571423,14226
5.0,5.0,2.1428571428571423,14227
5.0,5.0,2.1428571428571423,14228
5.0,5.0,2.1428571428571423,14229
5.0,5.0,2.1428571428571423,14230
5.0,5.0,2.1428571428571423,14231
5.0,5.0,2.1428571428571423,14232
5.0,5.0,2.1428571428571423,14233
5.0,5.0,2.1428571428571423,14234
5.0,5.0,2.1428571428571423,14235
5.0,5.0,2.1428571428571423,14236
5.0,5.0,2.1428571428571423,14237
5.0,5.0,2.1428571428571423,14238
5.0,5.0,2.1428571428571423,14239
5.0,5.0,2.1428571428571423,14240
5.0,5.0,2.9999999999999996,14241
5.0,5.0,3.8571428571428568,14242
5.0,5.0,3.8571428571428568,14243
5.0,5.0,3.8571428571428568,14244
5.0,5.0,3.8571428571428568,14245
5.0,5.0,3.8571428571428568,14246
5.0,5.0,4.7142857142857135,14247
5.0,5.0,4.7142857142857135,14248
5.0,5.0,4.7142857142857135,14249
5.0,5.0,4.7142857142857135,14250
5.0,5.0,4.7142857142857135,14251
5.0,5.0,4.7142857142857135,14252
5.0,5.0,4.7142857142857135,14253
5.0,5.0,4.7142857142857135,14254
5.0,5.0,4.7142857142857135,14255
5.0,5.0,4.7142857142857135,14256
5.0,5.0,4.7142857142857135,14257
5.0,5.0,4.7142857142857135,14258
5.0,5.0,4.7142857142857135,14259
5.0,5.0,4.7142857142857135,14260
5.0,5.0,4.7142857142857135,14261
5.0,5.0,4.7142857142857135,14262
5.0,5.0,4.7142857142857135,14263
5.0,5.0,4.7142857142857135,14264
5.0,5.0,4.7142857142857135,14265
5.0,5.0,4.7142857142857135,14266
5.0,5.0,4.7142857142857135,14267
5.0,5.0,4.7142857142857135,14268
5.0,5.0,4.7142857142857135,14269
5.0,5.0,4.7142857142857135,14270
5.0,5.0,4.7142857142857135,14271
5.0,5.0,4.7142857142857135,14272
5.0,5.0,4.7142857142857135,14273
5.0,5.0,4.7142857142857135,14274
5.0,5.0,4.7142857142857135,14275
5.0,5.0,4.7142857142857135,14276
5.0,5.0,4.7142857142857135,14277
5.0,5.0,4.7142857142857135,14278
5.0,5.0,4.7142857142857135,14279
5.0,5.0,4.7142857142857135,14280
5.0,5.0,4.7142857142857135,14281
5.0,5.0,4.7142857142857135,14282
5.0,5.0,4.7142857142857135,14283
5.0,5.0,4.7142857142857135,14284
5.0,5.0,4.7142857142857135,14285
5.0,5.0,4.7142857142857135,14286
5.0,5.0,4.7142857142857135,14287
5.0,5.0,4.7142857142857135,14288
5.0,5.0,4.7142857142857135,14289
5.0,5.0,4.7142857142857135,14290
5.0,5.0,4.7142857142857135,14291
5.0,5.0,4.7142857142857135,14292
5.0,5.0,4.7142857142857135,14293
5.0,5.0,4.7142857142857135,14294
5.0,5.0,4.7142857142857135,14295
5.0,5.0,4.7142857142857135,14296
5.0,5.0,4.7142857142857135,14297
5.0,5.0,4.7142857142857135,14298
5.0,5.0,4.7142857142857135,14299
5.0,5.0,4.7142857142857135,14300
5.0,5.0,4.7142857142857135,14301
5.0,5.0,4.7142857142857135,14302
5.0,5.0,4.7142857142857135,14303
5.0,5.0,4.7142857142857135,14304
4.0,5.0,4.7142857142857135,14305
4.0,5.0,4.7142857142857135,14306
4.0,5.0,4.7142857142857135,14307
4.0,5.0,4.7142857142857135,14308
4.0,5.0,4.7142857142857135,14309
4.0,5.0,4.7142857142857135,14310
4.0,5.0,4.7142857142857135,14311
4.0,4.0,4.7142857142857135,14312
4.0,4.0,4.7142857142857135,14313
4.0,4.0,4.7142857142857135,14314
3.0,4.0,4.571428571428571,14315
3.0,4.0,4.571428571428571,14316
2.0,4.0,4.571428571428571,14317
2.0,4.0,4.571428571428571,14318
2.0,4.0,4.571428571428571,14319
2.0,4.0,4.571428571428571,14320
2.0,4.0,4.571428571428571,14321
2.0,4.0,4.571428571428571,14322
2.0,4.0,4.571428571428571,14323
2.0,4.0,4.571428571428571,14324
2.0,4.0,4.571428571428571,14325
2.0,4.0,4.571428571428571,14326
2.0,4.0,4.571428571428571,14327
2.0,4.0,4.571428571428571,14328
2.0,4.0,4.571428571428571,14329
2.0,4.0,4.571428571428571,14330
2.0,4.0,4.571428571428571,14331
2.0,4.0,4.571428571428571,14332
2.0,4.0,4.571428571428571,14333
2.0,4.0,4.571428571428571,14334
2.0,4.0,4.571428571428571,14335
2.0,4.0,4.571428571428571,14336
2.0,4.0,4.571428571428571,14337
2.0,4.0,4.571428571428571,14338
2.0,4.0,4.571428571428571,14339
2.0,4.0,4.571428571428571,14340
2.0,4.0,4.571428571428571,14341
2.0,4.0,4.571428571428571,14342
2.0,4.0,4.428571428571428,14343
2.0,4.0,4.428571428571428,14344
2.0,4.0,4.428571428571428,14345
2.0,4.0,4.428571428571428,14346
2.0,4.0,4.428571428571428,14347
2.0,4.0,4.428571428571428,14348
2.0,4.0,4.428571428571428,14349
2.0,4.0,4.428571428571428,14350
2.0,4.0,4.428571428571428,14351
2.0,4.0,4.428571428571428,14352
2.0,4.0,4.428571428571428,14353
2.0,4.0,4.428571428571428,14354
2.0,4.0,4.428571428571428,14355
2.0,4.0,4.428571428571428,14356
2.0,4.0,4.428571428571428,14357
2.0,5.0,4.428571428571428,14358
2.0,5.0,4.428571428571428,14359
2.0,5.0,4.428571428571428,14360
2.0,5.0,4.428571428571428,14361
2.0,5.0,4.428571428571428,14362
2.0,5.0,4.428571428571428,14363
2.0,5.0,4.428571428571428,14364
2.0,5.0,4.428571428571428,14365
2.0,5.0,4.428571428571428,14366
2.0,5.0,4.428571428571428,14367
2.0,5.0,4.428571428571428,14368
2.0,5.0,4.428571428571428,14369
2.0,5.0,4.428571428571428,14370
2.0,5.0,4.428571428571428,14371
2.0,5.0,4.428571428571428,14372
2.0,5.0,4.428571428571428,14373
2.0,5.0,4.428571428571428,14374
2.0,5.0,4.428571428571428,14375
2.0,5.0,4.428571428571428,14376
2.0,5.0,4.428571428571428,14377
2.0,5.0,4.428571428571428,14378
2.0,5.0,4.428571428571428,14379
2.0,5.0,4.428571428571428,14380
2.0,5.0,4.428571428571428,14381
2.0,5.0,4.428571428571428,14382
2.0,5.0,4.428571428571428,14383
2.0,5.0,4.428571428571428,14384
2.0,5.0,4.428571428571428,14385
2.0,5.0,4.428571428571428,14386
2.0,5.0,4.428571428571428,14387
2.0,5.0,4.428571428571428,14388
2.0,5.0,4.428571428571428,14389
2.0,5.0,4.428571428571428,14390
2.0,5.0,4.428571428571428,14391
2.0,5.0,4.428571428571428,14392
2.0,5.0,4.428571428571428,14393
2.0,5.0,4.428571428571428,14394
2.0,5.0,4.428571428571428,14395
2.0,5.0,4.428571428571428,14396
2.0,5.0,4.428571428571428,14397
2.0,5.0,4.428571428571428,14398
2.0,5.0,4.428571428571428,14399
2.0,5.0,4.428571428571428,14400
2.0,5.0,4.428571428571428,14401
2.0,5.0,4.428571428571428,14402
2.0,5.0,4.428571428571428,14403
2.0,5.0,4.428571428571428,14404
2.0,5.0,4.428571428571428,14405
2.0,5.0,4.428571428571428,14406
2.0,5.0,4.428571428571428,14407
2.0,5.0,4.428571428571428,14408
2.0,5.0,4.428571428571428,14409
2.0,5.0,4.428571428571428,14410
2.0,5.0,4.428571428571428,14411
2.0,5.0,4.428571428571428,14412
2.0,5.0,4.428571428571428,14413
2.0,5.0,4.428571428571428,14414
2.0,5.0,4.428571428571428,14415
2.0,5.0,4.428571428571428,14416
2.0,5.0,4.428571428571428,14417
2.0,5.0,4.428571428571428,14418
2.0,5.0,4.428571428571428,14419
2.0,5.0,4.428571428571428,14420
2.0,5.0,4.428571428571428,14421
2.0,5.0,4.428571428571428,14422
2.0,5.0,4.428571428571428,14423
2.0,5.0,4.428571428571428,14424
2.0,5.0,4.428571428571428,14425
1.0,5.0,4.428571428571428,14426
1.0,5.0,4.428571428571428,14427
1.0,5.0,4.428571428571428,14428
1.0,5.0,4.428571428571428,14429
1.0,5.0,4.428571428571428,14430
1.0,5.0,4.428571428571428,14431
1.0,5.0,4.428571428571428,14432
1.0,5.0,4.428571428571428,14433
1.0,5.0,4.428571428571428,14434
1.0,5.0,4.428571428571428,14435
1.0,5.0,4.428571428571428,14436
1.0,5.0,4.428571428571428,14437
1.0,5.0,4.428571428571428,14438
1.0,5.0,4.428571428571428,14439
1.0,5.0,4.428571428571428,14440
1.0,5.0,4.428571428571428,14441
1.0,5.0,4.428571428571428,14442
1.0,5.0,4.428571428571428,14443
1.0,5.0,4.428571428571428,14444
1.0,5.0,4.428571428571428,14445
1.0,5.0,4.428571428571428,14446
1.0,5.0,4.428571428571428,14447
1.0,5.0,4.428571428571428,14448
1.0,5.0,4.428571428571428,14449
1.0,5.0,4.428571428571428,14450
1.0,5.0,4.428571428571428,14451
1.0,5.0,4.428571428571428,14452
1.0,5.0,4.428571428571428,14453
1.0,5.0,4.428571428571428,14454
1.0,5.0,4.428571428571428,14455
1.0,5.0,4.428571428571428,14456
1.0,5.0,4.428571428571428,14457
1.0,5.0,4.428571428571428,14458
1.0,5.0,4.428571428571428,14459
1.0,5.0,4.428571428571428,14460
1.0,5.0,4.428571428571428,14461
1.0,5.0,4.428571428571428,14462
1.0,5.0,4.428571428571428,14463
1.0,5.0,4.428571428571428,14464
1.0,5.0,4.428571428571428,14465
1.0,5.0,4.428571428571428,14466
1.0,5.0,4.428571428571428,14467
1.0,5.0,4.428571428571428,14468
1.0,5.0,4.428571428571428,14469
1.0,5.0,4.428571428571428,14470
1.0,5.0,4.428571428571428,14471
1.0,5.0,4.428571428571428,14472
1.0,5.0,4.428571428571428,14473
1.0,5.0,4.428571428571428,14474
1.0,5.0,4.428571428571428,14475
1.0,5.0,4.428571428571428,14476
1.0,5.0,4.428571428571428,14477
1.0,5.0,4.428571428571428,14478
1.0,5.0,4.428571428571428,14479
1.0,5.0,4.428571428571428,14480
1.0,5.0,4.428571428571428,14481
1.0,5.0,4.428571428571428,14482
1.0,5.0,4.428571428571428,14483
1.0,5.0,4.428571428571428,14484
1.0,5.0,4.428571428571428,14485
1.0,5.0,4.428571428571428,14486
1.0,5.0,4.428571428571428,14487
1.0,5.0,4.428571428571428,14488
1.0,5.0,4.428571428571428,14489
1.0,5.0,4.428571428571428,14490
1.0,5.0,4.428571428571428,14491
1.0,5.0,4.428571428571428,14492
1.0,5.0,4.428571428571428,14493
1.0,5.0,4.428571428571428,14494
1.0,5.0,4.428571428571428,14495
1.0,5.0,4.428571428571428,14496
1.0,5.0,4.428571428571428,14497
1.0,5.0,4.428571428571428,14498
1.0,5.0,4.428571428571428,14499
1.0,5.0,4.428571428571428,14500
1.0,5.0,4.428571428571428,14501
1.0,5.0,4.428571428571428,14502
1.0,5.0,4.428571428571428,14503
1.0,5.0,4.428571428571428,14504
1.0,5.0,4.428571428571428,14505
1.0,5.0,4.428571428571428,14506
1.0,5.0,4.428571428571428,14507
1.0,5.0,4.428571428571428,14508
1.0,5.0,4.428571428571428,14509
1.0,5.0,4.428571428571428,14510
1.0,5.0,4.428571428571428,14511
1.0,5.0,4.428571428571428,14512
1.0,5.0,4.428571428571428,14513
1.0,5.0,4.428571428571428,14514
1.0,5.0,4.428571428571428,14515
1.0,5.0,4.428571428571428,14516
1.0,5.0,4.428571428571428,14517
1.0,5.0,4.428571428571428,14518
1.0,5.0,4.428571428571428,14519
1.0,5.0,4.428571428571428,14520
1.0,5.0,4.428571428571428,14521
1.0,5.0,4.428571428571428,14522
1.0,5.0,4.428571428571428,14523
1.0,5.0,4.428571428571428,14524
1.0,5.0,4.428571428571428,14525
1.0,5.0,4.428571428571428,14526
1.0,5.0,4.428571428571428,14527
1.0,5.0,4.428571428571428,14528
1.0,5.0,4.428571428571428,14529
1.0,5.0,4.428571428571428,14530
1.0,5.0,4.428571428571428,14531
1.0,5.0,4.428571428571428,14532
1.0,5.0,4.428571428571428,14533
1.0,5.0,4.428571428571428,14534
1.0,5.0,4.428571428571428,14535
1.0,5.0,4.428571428571428,14536
1.0,5.0,4.428571428571428,14537
1.0,5.0,4.428571428571428,14538
1.0,5.0,4.428571428571428,14539
1.0,5.0,4.428571428571428,14540
1.0,5.0,4.428571428571428,14541
1.0,5.0,4.428571428571428,14542
1.0,5.0,4.428571428571428,14543
1.0,5.0,4.428571428571428,14544
1.0,5.0,4.428571428571428,14545
1.0,5.0,4.428571428571428,14546
1.0,5.0,4.428571428571428,14547
1.0,5.0,4.428571428571428,14548
1.0,5.0,4.428571428571428,14549
1.0,5.0,4.428571428571428,14550
1.0,5.0,4.428571428571428,14551
1.0,5.0,4.428571428571428,14552
1.0,5.0,4.428571428571428,14553
1.0,5.0,4.428571428571428,14554
1.0,5.0,4.428571428571428,14555
1.0,5.0,4.428571428571428,14556
1.0,5.0,4.428571428571428,14557
1.0,5.0,4.428571428571428,14558
1.0,5.0,4.428571428571428,14559
1.0,5.0,4.428571428571428,14560
1.0,5.0,4.428571428571428,14561
1.0,5.0,4.428571428571428,14562
1.0,5.0,4.428571428571428,14563
1.0,5.0,4.428571428571428,14564
1.0,5.0,4.428571428571428,14565
1.0,5.0,4.428571428571428,14566
1.0,5.0,4.428571428571428,14567
1.0,5.0,4.428571428571428,14568
1.0,5.0,4.428571428571428,14569
1.0,5.0,4.428571428571428,14570
1.0,5.0,4.428571428571428,14571
1.0,5.0,4.428571428571428,14572
1.0,5.0,4.428571428571428,14573
1.0,5.0,4.428571428571428,14574
1.0,5.0,4.428571428571428,14575
1.0,5.0,4.428571428571428,14576
1.0,5.0,3.571428571428571,14577
1.0,5.0,3.571428571428571,14578
1.0,5.0,3.714285714285714,14579
1.0,5.0,3.714285714285714,14580
1.0,5.0,3.714285714285714,14581
1.0,5.0,3.714285714285714,14582
1.0,5.0,3.714285714285714,14583
1.0,5.0,3.714285714285714,14584
1.0,5.0,3.714285714285714,14585
1.0,5.0,3.714285714285714,14586
1.0,5.0,3.714285714285714,14587
1.0,5.0,3.714285714285714,14588
1.0,5.0,3.714285714285714,14589
1.0,5.0,3.714285714285714,14590
1.0,5.0,3.714285714285714,14591
1.0,5.0,3.714285714285714,14592
1.0,5.0,3.714285714285714,14593
1.0,5.0,3.714285714285714,14594
1.0,5.0,3.714285714285714,14595
1.0,5.0,3.714285714285714,14596
1.0,5.0,3.714285714285714,14597
1.0,5.0,3.714285714285714,14598
1.0,5.0,3.714285714285714,14599
1.0,5.0,3.714285714285714,14600
1.0,5.0,3.714285714285714,14601
1.0,5.0,3.714285714285714,14602
1.0,5.0,3.714285714285714,14603
1.0,5.0,3.714285714285714,14604
1.0,5.0,3.714285714285714,14605
1.0,5.0,3.714285714285714,14606
1.0,5.0,3.714285714285714,14607
1.0,5.0,3.714285714285714,14608
1.0,5.0,3.714285714285714,14609
1.0,5.0,3.714285714285714,14610
1.0,5.0,3.714285714285714,14611
1.0,5.0,3.714285714285714,14612
1.0,5.0,3.714285714285714,14613
1.0,5.0,3.714285714285714,14614
1.0,5.0,3.714285714285714,14615
1.0,5.0,3.714285714285714,14616
1.0,5.0,3.714285714285714,14617
1.0,5.0,3.714285714285714,14618
1.0,5.0,3.714285714285714,14619
1.0,5.0,3.714285714285714,14620
1.0,5.0,3.714285714285714,14621
1.0,5.0,3.714285714285714,14622
1.0,5.0,3.714285714285714,14623
1.0,5.0,3.714285714285714,14624
1.0,5.0,3.714285714285714,14625
1.0,5.0,3.714285714285714,14626
1.0,5.0,3.714285714285714,14627
1.0,5.0,3.714285714285714,14628
1.0,5.0,3.714285714285714,14629
1.0,5.0,3.714285714285714,14630
1.0,5.0,3.714285714285714,14631
1.0,5.0,3.714285714285714,14632
1.0,5.0,3.714285714285714,14633
1.0,5.0,3.714285714285714,14634
1.0,5.0,3.714285714285714,14635
1.0,5.0,3.714285714285714,14636
1.0,5.0,3.714285714285714,14637
1.0,5.0,3.714285714285714,14638
1.0,5.0,3.714285714285714,14639
1.0,5.0,3.714285714285714,14640
1.0,5.0,3.714285714285714,14641
1.0,4.0,3.714285714285714,14642
1.0,4.0,3.714285714285714,14643
1.0,4.0,3.714285714285714,14644
1.0,4.0,3.714285714285714,14645
1.0,4.0,3.714285714285714,14646
1.0,4.0,3.714285714285714,14647
1.0,4.0,3.714285714285714,14648
1.0,4.0,3.714285714285714,14649
1.0,4.0,3.714285714285714,14650
1.0,4.0,3.714285714285714,14651
1.0,4.0,3.714285714285714,14652
1.0,4.0,3.714285714285714,14653
1.0,4.0,3.714285714285714,14654
1.0,4.0,3.714285714285714,14655
1.0,4.0,3.714285714285714,14656
1.0,4.0,3.714285714285714,14657
1.0,4.0,3.714285714285714,14658
1.0,4.0,3.714285714285714,14659
1.0,4.0,3.714285714285714,14660
1.0,4.0,3.714285714285714,14661
1.0,4.0,3.714285714285714,14662
1.0,4.0,3.714285714285714,14663
1.0,4.0,3.714285714285714,14664
1.0,4.0,3.714285714285714,14665
1.0,4.0,3.714285714285714,14666
1.0,4.0,3.714285714285714,14667
1.0,4.0,3.714285714285714,14668
1.0,4.0,3.714285714285714,14669
1.0,4.0,3.714285714285714,14670
1.0,4.0,3.714285714285714,14671
1.0,4.0,3.714285714285714,14672
1.0,4.0,3.714285714285714,14673
1.0,4.0,3.714285714285714,14674
1.0,4.0,3.714285714285714,14675
1.0,4.0,3.714285714285714,14676
1.0,4.0,3.714285714285714,14677
1.0,4.0,3.714285714285714,14678
1.0,4.0,3.714285714285714,14679
1.0,4.0,3.8571428571428568,14680
1.0,4.0,3.8571428571428568,14681
1.0,4.0,3.8571428571428568,14682
1.0,4.0,4.7142857142857135,14683
1.0,5.0,4.7142857142857135,14684
1.0,5.0,4.857142857142857,14685
2.0,5.0,5.0,14686
2.0,5.0,4.857142857142858,14687
2.0,5.0,5.714285714285714,14688
2.0,6.0,5.714285714285714,14689
2.0,6.0,5.714285714285714,14690
2.0,6.0,5.857142857142857,14691
2.0,6.0,5.857142857142857,14692
2.0,6.0,5.857142857142857,14693
2.0,6.0,5.857142857142857,14694
2.0,6.0,5.857142857142857,14695
2.0,6.0,5.857142857142857,14696
2.0,6.0,5.857142857142857,14697
2.0,6.0,5.857142857142857,14698
2.0,6.0,5.857142857142857,14699
2.0,6.0,5.857142857142857,14700
2.0,6.0,5.857142857142857,14701
2.0,6.0,5.857142857142857,14702
2.0,6.0,5.857142857142857,14703
2.0,6.0,5.857142857142857,14704
2.0,6.0,5.857142857142857,14705
2.0,6.0,5.857142857142857,14706
2.0,6.0,5.857142857142857,14707
2.0,6.0,5.857142857142857,14708
2.0,6.0,5.857142857142857,14709
2.0,6.0,5.857142857142857,14710
2.0,6.0,5.857142857142857,14711
2.0,6.0,5.857142857142857,14712
2.0,6.0,5.857142857142857,14713
2.0,6.0,5.857142857142857,14714
2.0,6.0,5.857142857142857,14715
2.0,6.0,5.857142857142857,14716
2.0,6.0,5.857142857142857,14717
2.0,5.0,5.857142857142857,14718
2.0,5.0,5.857142857142857,14719
2.0,5.0,5.857142857142857,14720
2.0,5.0,5.857142857142857,14721
2.0,5.0,5.857142857142857,14722
2.0,5.0,5.857142857142857,14723
2.0,5.0,5.857142857142857,14724
2.0,5.0,5.857142857142857,14725
2.0,5.0,5.857142857142857,14726
2.0,5.0,5.857142857142857,14727
2.0,5.0,5.857142857142857,14728
2.0,5.0,5.857142857142857,14729
2.0,5.0,5.857142857142857,14730
2.0,5.0,5.857142857142857,14731
2.0,5.0,5.857142857142857,14732
2.0,5.0,5.857142857142857,14733
2.0,5.0,5.857142857142857,14734
2.0,5.0,5.857142857142857,14735
2.0,5.0,5.857142857142857,14736
2.0,5.0,5.857142857142857,14737
2.0,5.0,6.0,14738
2.0,5.0,6.0,14739
2.0,5.0,6.0,14740
2.0,5.0,6.857142857142857,14741
2.0,5.0,6.857142857142857,14742
2.0,5.0,6.857142857142857,14743
2.0,5.0,6.857142857142857,14744
2.0,5.0,6.857142857142857,14745
2.0,5.0,6.857142857142857,14746
2.0,5.0,6.857142857142857,14747
2.0,5.0,6.857142857142857,14748
2.0,5.0,6.857142857142857,14749
3.0,5.0,6.857142857142857,14750
3.0,5.0,6.857142857142857,14751
3.0,5.0,6.857142857142857,14752
3.0,5.0,6.857142857142857,14753
3.0,5.0,6.857142857142857,14754
3.0,5.0,6.857142857142857,14755
3.0,5.0,6.857142857142857,14756
3.0,5.0,6.857142857142857,14757
3.0,5.0,6.857142857142857,14758
3.0,5.0,6.857142857142857,14759
3.0,5.0,6.857142857142857,14760
3.0,5.0,6.857142857142857,14761
3.0,5.0,6.857142857142857,14762
3.0,6.0,6.857142857142857,14763
3.0,6.0,6.857142857142857,14764
4.0,6.0,6.857142857142857,14765
4.0,7.0,6.857142857142857,14766
4.0,7.0,6.857142857142857,14767
4.0,7.0,6.857142857142857,14768
4.0,7.0,6.857142857142857,14769
4.0,7.0,6.857142857142857,14770
4.0,7.0,6.857142857142857,14771
4.0,7.0,6.857142857142857,14772
4.0,7.0,6.857142857142857,14773
4.0,7.0,6.857142857142857,14774
4.0,7.0,6.857142857142857,14775
4.0,7.0,6.857142857142857,14776
4.0,7.0,6.857142857142857,14777
4.0,7.0,6.857142857142857,14778
4.0,7.0,6.857142857142857,14779
4.0,7.0,6.857142857142857,14780
4.0,7.0,6.857142857142857,14781
4.0,7.0,6.857142857142857,14782
4.0,7.0,6.857142857142857,14783
4.0,7.0,6.857142857142857,14784
4.0,7.0,6.857142857142857,14785
4.0,7.0,6.857142857142857,14786
4.0,7.0,6.857142857142857,14787
4.0,7.0,6.857142857142857,14788
4.0,7.0,6.857142857142857,14789
4.0,6.0,6.857142857142857,14790
4.0,6.0,6.857142857142857,14791
4.0,6.0,6.857142857142857,14792
4.0,6.0,6.857142857142857,14793
4.0,6.0,6.857142857142857,14794
4.0,6.0,6.857142857142857,14795
4.0,6.0,6.857142857142857,14796
4.0,6.0,6.857142857142857,14797
4.0,6.0,6.857142857142857,14798
4.0,6.0,6.857142857142857,14799
4.0,6.0,6.857142857142857,14800
4.0,6.0,6.857142857142857,14801
4.0,6.0,6.857142857142857,14802
4.0,6.0,6.857142857142857,14803
4.0,6.0,6.857142857142857,14804
4.0,6.0,6.857142857142857,14805
4.0,6.0,6.857142857142857,14806
4.0,6.0,6.857142857142857,14807
4.0,6.0,6.857142857142857,14808
4.0,6.0,6.857142857142857,14809
4.0,6.0,6.857142857142857,14810
4.0,6.0,6.857142857142857,14811
4.0,6.0,6.857142857142857,14812
4.0,6.0,6.857142857142857,14813
4.0,6.0,6.857142857142857,14814
4.0,6.0,6.857142857142857,14815
4.0,6.0,6.857142857142857,14816
4.0,6.0,6.857142857142857,14817
4.0,6.0,6.857142857142857,14818
4.0,6.0,6.857142857142857,14819
4.0,6.0,6.857142857142857,14820
4.0,6.0,6.857142857142857,14821
4.0,6.0,6.857142857142857,14822
4.0,6.0,6.857142857142857,14823
4.0,6.0,6.857142857142857,14824
4.0,6.0,6.857142857142857,14825
4.0,6.0,6.857142857142857,14826
4.0,6.0,6.857142857142857,14827
4.0,6.0,6.857142857142857,14828
4.0,6.0,6.857142857142857,14829
4.0,6.0,6.857142857142857,14830
4.0,6.0,6.857142857142857,14831
4.0,6.0,6.857142857142857,14832
4.0,6.0,6.857142857142857,14833
4.0,6.0,6.857142857142857,14834
4.0,6.0,6.857142857142857,14835
4.0,6.0,6.857142857142857,14836
4.0,6.0,6.857142857142857,14837
4.0,6.0,6.857142857142857,14838
4.0,6.0,6.857142857142857,14839
4.0,6.0,6.857142857142857,14840
4.0,6.0,6.857142857142857,14841
4.0,6.0,6.857142857142857,14842
4.0,6.0,6.857142857142857,14843
4.0,6.0,6.857142857142857,14844
4.0,6.0,6.857142857142857,14845
4.0,6.0,6.857142857142857,14846
4.0,6.0,6.857142857142857,14847
4.0,6.0,6.857142857142857,14848
4.0,6.0,6.857142857142857,14849
4.0,6.0,6.857142857142857,14850
4.0,6.0,6.857142857142857,14851
4.0,6.0,6.857142857142857,14852
4.0,6.0,6.857142857142857,14853
4.0,6.0,6.857142857142857,14854
4.0,6.0,6.857142857142857,14855
4.0,6.0,6.857142857142857,14856
4.0,6.0,6.857142857142857,14857
4.0,6.0,6.857142857142857,14858
4.0,6.0,6.857142857142857,14859
4.0,6.0,6.857142857142857,14860
4.0,6.0,6.857142857142857,14861
4.0,6.0,6.857142857142857,14862
4.0,6.0,6.857142857142857,14863
4.0,6.0,6.857142857142857,14864
4.0,6.0,6.857142857142857,14865
4.0,6.0,6.857142857142857,14866
4.0,6.0,6.857142857142857,14867
4.0,6.0,6.857142857142857,14868
4.0,6.0,6.857142857142857,14869
4.0,6.0,6.857142857142857,14870
4.0,6.0,6.857142857142857,14871
4.0,6.0,6.857142857142857,14872
4.0,6.0,6.857142857142857,14873
4.0,6.0,6.857142857142857,14874
4.0,6.0,6.857142857142857,14875
4.0,6.0,6.857142857142857,14876
4.0,6.0,6.857142857142857,14877
4.0,6.0,6.857142857142857,14878
4.0,6.0,6.857142857142857,14879
4.0,7.0,6.857142857142857,14880
4.0,7.0,6.857142857142857,14881
4.0,7.0,6.857142857142857,14882
4.0,7.0,6.857142857142857,14883
4.0,7.0,7.0,14884
4.0,7.0,7.0,14885
4.0,7.0,7.857142857142857,14886
4.0,7.0,7.857142857142857,14887
4.0,7.0,7.857142857142857,14888
4.0,7.0,7.857142857142857,14889
4.0,7.0,7.857142857142857,14890
4.0,7.0,7.857142857142857,14891
4.0,7.0,7.857142857142857,14892
4.0,7.0,7.857142857142857,14893
4.0,7.0,7.857142857142857,14894
